orch_id,season,season_mid,season_sort,stratum,cluster_role,cluster_role_color,best_soft,best_soft_norm,alpha_0_1,alpha_0_100,streak_len_current,time_since_last_flip,flip_style_last,delta_last,confidence,npts_total,env_z_season,slope_Intensity,r2_Intensity,z_slope_Intensity,label,silhouette,p_cover,county,cover_streak_1y,cover_streak_2y,cover_streak_3y,cover_streak_4y,cover_streak_5y,cover_streak_6y,cover_streak_7y,cover_streak_8y
0053000000000000134f,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.8044988875374377,0.8304624011192233,0.8304624011192233,83,1.0,,,,0.804,5,-0.7457385842994202,0.005699942538530621,0.554113559673493,,NoCover,,0.1955011124625623,,0,0,0,0,0,0,0,0
00530000000000001466,2018_2019,2019-01-31,2018,Mid,Cover Crops,#2ca25f,0.6981925318444608,0.5054746081038625,0.5054746081038625,51,1.0,,,,0.698,5,0.36232802590569196,0.06381060144024181,0.9623991468759934,,Cover,,0.6981925318444608,,1,0,0,0,0,0,0,0
005300000000000015fb,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.8924711435949657,1.0,1.0,100,1.0,,,,0.892,5,-0.5854574731276689,0.0016820065780544153,0.1414205063879439,,NoCover,,0.10752885640503429,,0,0,0,0,0,0,0,0
00530000000000001a3d,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.5718606242337955,0.11926695782578038,0.11926695782578038,12,1.0,,,,0.572,5,-0.12301313379148526,0.01612280040530032,0.8868228734674706,,NoCover,,0.42813937576620453,,0,0,0,0,0,0,0,0
00530000000000001ec5,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.6261472462136279,0.2852258918187598,0.2852258918187598,29,1.0,,,,0.626,5,-0.2940072292444056,0.015135488519697234,0.9329874427100977,,NoCover,,0.37385275378637206,,0,0,0,0,0,0,0,0
00530000000000001ec6,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.693660497244598,0.49161978340521106,0.49161978340521106,49,1.0,,,,0.694,5,-0.06986322808803264,0.010703190483611591,0.5196139890236914,,NoCover,,0.306339502755402,,0,0,0,0,0,0,0,0
00530000000000001ec9,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.8568647316670259,0.9905493498451459,0.9905493498451459,99,1.0,,,,0.857,5,-0.1904757028293019,-0.0011366687125237498,-0.0037309895395674086,,NoCover,,0.14313526833297407,,0,0,0,0,0,0,0,0
00530000000000001ecd,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.8492725090514173,0.967339263713946,0.967339263713946,97,1.0,,,,0.849,5,-0.3311422313934706,-0.0100311909604568,0.8267683809052093,,NoCover,,0.15072749094858273,,0,0,0,0,0,0,0,0
00530000000000001ed0,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.9024354160691674,1.0,1.0,100,1.0,,,,0.902,5,-0.3580524901047704,0.0070784400105214865,0.05413557793538892,,NoCover,,0.09756458393083256,,0,0,0,0,0,0,0,0
00530000000000001ed1,2018_2019,2019-01-31,2018,Mid,Bare Soil,#8B4513,0.7010652567316875,0.5142567784167686,0.5142567784167686,51,1.0,,,,0.701,5,-1.4887728363146941,-0.004156731097341371,0.4277601120775266,,NoCover,,0.2989347432683125,,0,0,0,0,0,0,0,0
